Общее время (s);Пройденное время цикла (s);Всего циклов;Пройденным циклам;Шаг;Общее количество циклов(8800 (0,1) Форма волны);Общее количество циклов(8800 (0,2) Форма волны);Положение(8800 (0,1):Положение) (mm);Нагрузка(8800 (0,1):Нагрузка) (kN);Вращение(8800 (0,2):Вращение) (deg);Крутящий момент(8800 (0,2):Крутящий момент) (N·m);Напряжение(8800 (0,1):Нагрузка) (MPa);Напряжение сдвига(8800 (0,2):Крутящий момент) (MPa);;;;
169.405;7.1825;1;1;2;1;1;-52.69495758;2.771294713;-12.26066709;201.7399371;24.75254299;196.9171089;8.648953188;31.6919142;0.552847837;
169.4275;7.205;1;1;2;1;1;-52.694667;2.750415504;-12.15804309;201.8727809;24.56605488;197.0467769;8.64924376;31.7945382;0.554638055;
169.4525;7.23;1;1;2;1;1;-52.69479664;2.735615969;-12.0517163;201.558277;24.43386896;196.7397916;8.64911412;31.90086499;0.556492867;
169.4775;7.255;1;1;2;1;1;-52.69525262;2.710325718;-11.94790006;201.5410066;24.20798248;196.722934;8.648658145;32.00468123;0.558303884;
169.5;7.2775;1;1;2;1;1;-52.69518109;2.691422999;-11.84288755;201.7228752;24.0391479;196.9004549;8.64872967;32.10969374;0.560135769;
169.525;7.3025;1;1;2;1;1;-52.69486817;2.668090761;-11.73315704;202.5241703;23.83074992;197.6825941;8.649042595;32.21942425;0.562049956;
169.55;7.3275;1;1;2;1;1;-52.69536885;2.657855153;-11.62918523;203.0376494;23.73932791;198.1837979;8.648541916;32.32339606;0.563863687;
169.5725;7.35;1;1;2;1;1;-52.69552531;2.651070952;-11.52146772;203.9619386;23.67873305;199.0859909;8.648385453;32.43111357;0.565742759;
169.5975;7.375;1;1;2;1;1;-52.69575777;2.647963464;-11.41280875;204.4957131;23.65097771;199.6070049;8.648152995;32.53977254;0.567638254;
169.62;7.3975;1;1;2;1;1;-52.69542249;2.637933493;-11.31230906;204.7524452;23.5613924;199.8575995;8.648488271;32.64027223;0.569391416;
169.6425;7.42;1;1;2;1;1;-52.69527497;2.624405324;-11.21139295;205.2265406;23.44056203;200.3203611;8.648635793;32.74118833;0.571151841;
169.6675;7.445;1;1;2;1;1;-52.69578012;2.600886822;-11.10727094;204.9448192;23.23050037;200.0453746;8.648130644;32.84531035;0.572968192;
169.69;7.4675;1;1;2;1;1;-52.6960841;2.578063309;-11.0046228;205.3384632;23.02664621;200.429608;8.64782666;32.94795848;0.574758831;
169.715;7.4925;1;1;2;1;1;-52.69628974;2.565973997;-10.8959987;205.3524703;22.91866736;200.4432803;8.647621024;33.05658258;0.576653718;
169.7375;7.515;1;1;2;1;1;-52.69616904;2.547076941;-10.79317085;205.1381022;22.74988336;200.2340369;8.647741723;33.15941043;0.578447493;
169.7625;7.54;1;1;2;1;1;-52.6953465;2.53770411;-10.68559751;205.3914964;22.66616747;200.4813734;8.648564267;33.26698378;0.58032405;
169.7875;7.565;1;1;2;1;1;-52.6955566;2.511469424;-10.57318546;205.5626959;22.43184551;200.6484802;8.648354161;33.37939583;0.582285016;
169.8125;7.59;1;1;2;1;1;-52.69591423;2.494409829;-10.46469547;205.2291632;22.27947329;200.322921;8.647996533;33.48788582;0.584177564;
169.8375;7.615;1;1;2;1;1;-52.69577565;2.476132065;-10.35809979;205.5087984;22.11622066;200.5958711;8.648135114;33.5944815;0.586037066;
169.86;7.6375;1;1;2;1;1;-52.69601258;2.455569655;-10.25564812;205.611974;21.93256212;200.6965803;8.647898185;33.69693317;0.587824279;
169.8825;7.66;1;1;2;1;1;-52.69607069;2.444563657;-10.15535697;205.5242062;21.83425917;200.6109106;8.647840071;33.79722431;0.589573802;
169.9075;7.685;1;1;2;1;1;-52.69589635;2.425521463;-10.05048595;205.275327;21.66417884;200.3679812;8.648014415;33.90209533;0.591403219;
169.93;7.7075;1;1;2;1;1;-52.69547614;2.404775918;-9.942880422;205.2357644;21.47888458;200.3293644;8.648434627;34.00970086;0.593280337;
169.955;7.7325;1;1;2;1;1;-52.69507828;2.391534597;-9.836894274;205.846563;21.36061626;200.9255611;8.648832488;34.11568701;0.595129207;
169.9775;7.755;1;1;2;1;1;-52.69605728;2.367509753;-9.735601321;205.6682408;21.14603209;200.7515019;8.647853482;34.21697997;0.596896206;
170.0025;7.78;1;1;2;1;1;-52.69564601;2.351679355;-9.62785162;205.761224;21.00463875;200.8422623;8.648264754;34.32472967;0.59877584;
170.025;7.8025;1;1;2;1;1;-52.69574883;2.332298756;-9.52724196;205.5344582;20.83153587;200.6209175;8.648161936;34.42533933;0.600530919;
170.05;7.8275;1;1;2;1;1;-52.69566389;2.319863439;-9.41918917;205.8770359;20.72046658;200.9553055;8.648246873;34.53339212;0.60241584;
170.075;7.8525;1;1;2;1;1;-52.69550743;2.298435569;-9.307833239;206.0770243;20.52907796;201.150513;8.648403335;34.64474805;0.604358383;
170.0975;7.875;1;1;2;1;1;-52.69568624;2.278929353;-9.201478958;205.8025002;20.3548531;200.8825518;8.648224521;34.75110233;0.606213674;
170.1225;7.9;1;1;2;1;1;-52.69552978;2.26941511;-9.09816429;205.7246417;20.26987415;200.8065545;8.648380983;34.854417;0.608015941;
170.145;7.9225;1;1;2;1;1;-52.69562813;2.245921493;-8.997495621;206.008032;20.06003477;201.08317;8.648282635;34.95508566;0.60977205;
170.17;7.9475;1;1;2;1;1;-52.69540908;2.229683101;-8.89020592;206.1495185;19.91499733;201.2212741;8.648501683;35.06237537;0.611643659;
170.1925;7.97;1;1;2;1;1;-52.69506933;2.213467658;-8.787978217;205.7145983;19.77016486;200.7967512;8.648841429;35.16460307;0.613426965;
170.215;7.9925;1;1;2;1;1;-52.69581141;2.194954157;-8.685167134;205.7948112;19.60480669;200.8750466;8.648099351;35.26741415;0.615220447;
170.24;8.0175;1;1;2;1;1;-52.69526156;2.180277258;-8.582469374;206.1002702;19.47371613;201.1732031;8.648649204;35.37011191;0.617011952;
170.2625;8.04;1;1;2;1;1;-52.69580247;2.164332122;-8.475823402;206.2583268;19.33129798;201.3274812;8.648108292;35.47675788;0.618872332;
170.2875;8.065;1;1;2;1;1;-52.6958427;2.150278389;-8.367649242;205.9779912;19.2057734;201.0538474;8.648068059;35.58493204;0.62075937;
170.3125;8.09;1;1;2;1;1;-52.69589188;2.135990262;-8.260398433;205.9909105;19.07815525;201.0664579;8.648018885;35.69218285;0.622630301;
170.335;8.1125;1;1;2;1;1;-52.69620033;2.116714716;-8.159056529;206.2471807;18.90599067;201.3166016;8.647710431;35.79352476;0.624398154;
170.36;8.1375;1;1;2;1;1;-52.69546273;2.095825821;-8.050382808;206.1966211;18.71941605;201.2672506;8.648448038;35.90219848;0.626293907;
170.3825;8.16;1;1;2;1;1;-52.69547614;2.079584748;-7.946080416;205.9215456;18.57435466;200.9987512;8.648434627;36.00650087;0.628113404;
170.4075;8.185;1;1;2;1;1;-52.69560131;2.059378475;-7.838575467;205.8631033;18.39387705;200.941706;8.648309458;36.11400582;0.629988768;
170.4325;8.21;1;1;2;1;1;-52.69615116;2.041719258;-7.728694752;206.3625902;18.23614914;201.4292521;8.647759605;36.22388653;0.631905576;
170.455;8.2325;1;1;2;1;1;-52.69573989;2.023598701;-7.625587285;206.1231732;18.07430065;201.1955587;8.648170877;36.326994;0.633704229;
170.48;8.2575;1;1;2;1;1;-52.69580694;2.001107335;-7.51813665;205.7131231;17.87341314;200.7953113;8.648103821;36.43444464;0.635578645;
170.505;8.2825;1;1;2;1;1;-52.69590082;1.98586002;-7.406640574;206.235528;17.73722776;201.3052275;8.648009944;36.54594071;0.637523632;
170.53;8.3075;1;1;2;1;1;-52.69589188;1.970343888;-7.30001606;206.6690773;17.59864137;201.7284122;8.648018885;36.65256523;0.639383638;
170.5525;8.33;1;1;2;1;1;-52.69548061;1.949256212;-7.200371325;205.6439519;17.41029128;200.7277937;8.648430157;36.75220996;0.641121885;
170.575;8.3525;1;1;2;1;1;-52.69588741;1.936690956;-7.097794935;206.1393559;17.29806142;201.2113545;8.648023355;36.85478635;0.642911273;
170.6;8.3775;1;1;2;1;1;-52.69570859;1.915319264;-6.988513023;206.4445466;17.10717456;201.5092492;8.648202169;36.96406826;0.644817635;
170.6225;8.4;1;1;2;1;1;-52.69570859;1.902880371;-6.887727007;206.4702213;16.99607334;201.5343101;8.648202169;37.06485428;0.646575791;
170.6475;8.425;1;1;2;1;1;-52.6961154;1.881399155;-6.780825555;206.1928362;16.80420824;201.2635562;8.647795367;37.17175573;0.648440628;
170.67;8.4475;1;1;2;1;1;-52.69604834;1.866097599;-6.676198617;206.4202726;16.6675384;201.4855555;8.647862423;37.27638267;0.650265787;
170.695;8.4725;1;1;2;1;1;-52.69594552;1.844322979;-6.570029408;206.1733454;16.47305269;201.2445315;8.647965241;37.38255188;0.652117849;
170.7175;8.495;1;1;2;1;1;-52.69556554;1.832178831;-6.468797475;206.7701519;16.36458406;201.8270705;8.64834522;37.48378381;0.653883784;
170.74;8.5175;1;1;2;1;1;-52.69661608;1.81585446;-6.366339773;206.7080438;16.21877867;201.7664472;8.647294688;37.58624151;0.655671102;
170.765;8.5425;1;1;2;1;1;-52.69565495;1.804575026;-6.259103715;207.1207911;16.11803346;202.1693273;8.648255813;37.69347757;0.657541775;
170.79;8.5675;1;1;2;1;1;-52.69612881;1.780544519;-6.148924604;207.0699781;15.90339871;202.1197291;8.647781956;37.80365668;0.659463789;
170.815;8.5925;1;1;2;1;1;-52.69639703;1.769814342;-6.038475931;207.1700543;15.80755933;202.2174128;8.647513735;37.91410536;0.661390505;
170.84;8.6175;1;1;2;1;1;-52.6959947;1.74852252;-5.931375995;207.2084397;15.61738585;202.2548806;8.647916067;38.02120529;0.663258803;
170.8625;8.64;1;1;2;1;1;-52.6961154;1.73740536;-5.829020888;207.4416429;15.51809003;202.4825088;8.647795367;38.1235604;0.665044331;
170.8875;8.665;1;1;2;1;1;-52.6961154;1.722712517;-5.717747435;207.0092708;15.38685706;202.060473;8.647795367;38.23483385;0.666985435;
170.9125;8.69;1;1;2;1;1;-52.69621374;1.704214513;-5.604979657;207.2751969;15.22163731;202.3200419;8.64769702;38.34760163;0.668952606;
170.9375;8.715;1;1;2;1;1;-52.69632103;1.690229625;-5.50118655;207.4264586;15.09672762;202.4676875;8.647589731;38.45139474;0.670763219;
170.96;8.7375;1;1;2;1;1;-52.69656243;1.67472899;-5.398417376;207.3323429;14.95827965;202.3758217;8.647348333;38.55416391;0.67255597;
170.9825;8.76;1;1;2;1;1;-52.69561472;1.662159264;-5.297286026;207.5785249;14.84600986;202.6161185;8.648296046;38.65529526;0.674320151;
171.0075;8.785;1;1;2;1;1;-52.69576671;1.652905196;-5.188963674;207.6316774;14.76335473;202.6680003;8.648144055;38.76361761;0.676209774;
171.0325;8.81;1;1;2;1;1;-52.69581141;1.631896049;-5.075872689;207.297489;14.57570604;202.3418011;8.648099351;38.8767086;0.678182583;
171.0575;8.835;1;1;2;1;1;-52.69642832;1.622215658;-4.968205802;207.3267102;14.48924311;202.3703237;8.647482443;38.98437548;0.680060772;
171.0825;8.86;1;1;2;1;1;-52.69620033;1.605664641;-4.858206064;207.4994296;14.34141337;202.538914;8.647710431;39.09437522;0.681979657;
171.1075;8.885;1;1;2;1;1;-52.69640597;1.590846777;-4.75110881;207.7588439;14.20906375;202.7921267;8.647504795;39.20147248;0.683847909;
171.13;8.9075;1;1;2;1;1;-52.69621821;1.572434455;-4.648538791;207.6798081;14.04460928;202.7149804;8.647692549;39.3040425;0.685637186;
171.1525;8.93;1;1;2;1;1;-52.69640597;1.5661107;-4.544634037;207.282573;13.98812701;202.3272416;8.647504795;39.40794725;0.687449746;
171.1775;8.955;1;1;2;1;1;-52.69653114;1.55116111;-4.437375851;207.4798048;13.85460084;202.5197583;8.647379625;39.51520544;0.689320806;
171.2;8.9775;1;1;2;1;1;-52.69577565;1.541792899;-4.337050505;207.4514776;13.77092622;202.4921084;8.648135114;39.61553078;0.691070926;
171.225;9.0025;1;1;2;1;1;-52.69655796;1.520685852;-4.232549295;207.44811;13.5824031;202.4888213;8.647352803;39.72003199;0.692893891;
171.2475;9.025;1;1;2;1;1;-52.69594105;1.510372311;-4.130711518;207.4487358;13.49028502;202.4894322;8.647969711;39.82186977;0.694670395;
171.2725;9.05;1;1;2;1;1;-52.69607963;1.491564363;-4.020048268;207.7700198;13.32229692;202.8030354;8.64783113;39.93253302;0.696600854;
171.295;9.0725;1;1;2;1;1;-52.69653114;1.478963643;-3.91998712;207.9063505;13.2097503;202.936107;8.647379625;40.03259417;0.698346365;
171.3175;9.095;1;1;2;1;1;-52.69637468;1.467174143;-3.816981576;207.8772336;13.10444929;202.9076862;8.647536087;40.13559971;0.700143239;
171.3425;9.12;1;1;2;1;1;-52.69635232;1.454453021;-3.709165826;207.9475224;12.99082727;202.9762947;8.647558439;40.24341546;0.702024025;
171.365;9.1425;1;1;2;1;1;-52.69599023;1.439241767;-3.608856909;207.9190016;12.85496398;202.9484557;8.647920537;40.34372438;0.703773859;
171.39;9.1675;1;1;2;1;1;-52.69612881;1.426655501;-3.501133695;207.8368068;12.74254646;202.8682258;8.647781956;40.45144759;0.70565303;
171.415;9.1925;1;1;2;1;1;-52.69600811;1.414206326;-3.394306004;207.982257;12.63135339;203.0101989;8.647902656;40.55827528;0.70751658;
171.4375;9.215;1;1;2;1;1;-52.69595893;1.399108469;-3.289668672;207.8976035;12.49650294;202.9275691;8.64795183;40.66291261;0.70934192;
171.4625;9.24;1;1;2;1;1;-52.69650879;1.389801055;-3.181934729;207.9108804;12.41337134;202.9405287;8.647401977;40.77064656;0.711221279;
171.485;9.2625;1;1;2;1;1;-52.69623163;1.369711757;-3.081632182;207.9012245;12.23393852;202.9311035;8.647679138;40.8709491;0.712971001;
171.5075;9.285;1;1;2;1;1;-52.69568624;1.359763294;-2.97978837;207.9758495;12.14508123;203.0039446;8.648224521;40.97279292;0.71474761;
171.5325;9.31;1;1;2;1;1;-52.69602152;1.345362067;-2.872002795;208.0270052;12.0164529;203.0538773;8.647889245;41.08057849;0.716627869;
171.555;9.3325;1;1;2;1;1;-52.69703182;1.333481818;-2.770069633;207.9099268;11.91034136;202.9395978;8.646878946;41.18251165;0.718406037;
171.58;9.3575;1;1;2;1;1;-52.69624057;1.315281987;-2.663867399;208.0895007;11.74778481;203.1148788;8.647670198;41.28871389;0.720258676;
171.6025;9.38;1;1;2;1;1;-52.69651773;1.305877268;-2.563476674;208.0931664;11.6637841;203.1184568;8.647393036;41.38910461;0.722009936;
171.625;9.4025;1;1;2;1;1;-52.69720616;1.295479089;-2.459265981;208.1930935;11.57091005;203.2159951;8.646704602;41.49331531;0.723827834;
171.65;9.4275;1;1;2;1;1;-52.6963255;1.281302571;-2.355075907;207.953155;11.44428878;202.9817926;8.647585261;41.59750538;0.725645372;
171.6725;9.45;1;1;2;1;1;-52.69625398;1.266038418;-2.253607772;208.1692964;11.307953;203.1927669;8.647656787;41.69897351;0.727415427;
171.6975;9.475;1;1;2;1;1;-52.69662055;1.256631166;-2.148798779;208.3960027;11.22392967;203.4140535;8.647290218;41.80378251;0.729243762;
171.72;9.4975;1;1;2;1;1;-52.69705864;1.244204193;-2.042041998;208.1028223;11.11293492;203.1278819;8.646852124;41.91053929;0.731106074;
171.745;9.5225;1;1;2;1;1;-52.69612434;1.238106936;-1.933371797;207.9685628;11.05847567;202.9968321;8.647786427;42.01920949;0.733001766;
171.77;9.5475;1;1;2;1;1;-52.6967636;1.235661358;-1.827505343;207.9559118;11.03663235;202.9844834;8.647147167;42.12507594;0.734848547;
171.7925;9.57;1;1;2;1;1;-52.69660266;1.223686188;-1.720833052;208.1456184;10.92967299;203.169655;8.647308099;42.23174823;0.736709386;
171.8175;9.595;1;1;2;1;1;-52.69637915;1.217365712;-1.615168098;208.34589;10.87322001;203.3651389;8.647531617;42.33741319;0.738552652;
171.84;9.6175;1;1;2;1;1;-52.69633444;1.212648749;-1.513473652;208.1959844;10.83108922;203.2188168;8.64757632;42.43910763;0.740326655;
171.865;9.6425;1;1;2;1;1;-52.69610199;1.208270341;-1.403852021;208.4476501;10.79198233;203.4644662;8.647808778;42.54872927;0.742238944;
171.8875;9.665;1;1;2;1;1;-52.6964462;1.192397177;-1.302713798;208.2901299;10.65020701;203.3107117;8.647464562;42.64986749;0.744003244;
171.9125;9.69;1;1;2;1;1;-52.69617798;1.188989282;-1.19103726;208.1677914;10.6197685;203.1912978;8.647732783;42.76154403;0.745951379;
171.9375;9.715;1;1;2;1;1;-52.69571754;1.183756143;-1.08296846;208.1824541;10.57302736;203.20561;8.648193228;42.86961283;0.747836579;
171.96;9.7375;1;1;2;1;1;-52.6960841;1.173300594;-0.981347775;208.0990076;10.47964089;203.1241584;8.64782666;42.97123351;0.749609296;
171.985;9.7625;1;1;2;1;1;-52.69600364;1.166218817;-0.876129912;208.2281858;10.41638815;203.2502484;8.647907126;43.07645137;0.751444763;
172.0075;9.785;1;1;2;1;1;-52.69606175;1.149372756;-0.774783147;208.3073109;10.26592316;203.327482;8.647849012;43.17779814;0.753212701;
172.0325;9.81;1;1;2;1;1;-52.69574883;1.141530722;-0.66648657;208.4287107;10.19587998;203.4459796;8.648161936;43.28609472;0.755101875;
172.055;9.8325;1;1;2;1;1;-52.69615563;1.131888032;-0.563590997;208.565563;10.10975377;203.5795602;8.647755134;43.38899029;0.756896831;
172.0825;9.86;1;1;2;1;1;-52.6959634;1.124877483;-0.440580952;208.3135545;10.04713722;203.3335764;8.647947359;43.51200033;0.759042673;
172.1075;9.885;1;1;2;1;1;-52.69536885;1.1105299;-0.336485803;208.4453255;9.918988028;203.4621972;8.648541916;43.61609548;0.760858555;
172.13;9.9075;1;1;2;1;1;-52.69578459;1.107898206;-0.235656705;208.4368914;9.895482364;203.4539647;8.648126173;43.71692458;0.762617462;
172.1525;9.93;1;1;2;1;1;-52.6960394;1.088708788;-0.132259014;208.4741294;9.724087068;203.4903125;8.647871363;43.82032227;0.764421177;
172.1775;9.955;1;1;2;1;1;-52.69582482;1.081005633;-0.025098729;208.4264606;9.655284324;203.4437833;8.64808594;43.92748256;0.766290529;
172.2;9.9775;1;1;2;1;1;-52.695874;1.070277393;0.075475224;208.4730566;9.559462244;203.4892653;8.648036766;44.02805651;0.768044986;
172.225;10.0025;1;1;2;1;1;-52.69556554;1.061830968;0.183484722;208.4624618;9.48402079;203.4789239;8.64834522;44.13606601;0.769929151;
172.2475;10.025;1;1;2;1;1;-52.69616904;1.048120558;0.2838775;208.497867;9.361562685;203.5134826;8.647741723;44.23645879;0.771680448;
172.27;10.0475;1;1;2;1;1;-52.69570859;1.042080671;0.38581301;208.6498588;9.30761585;203.6618409;8.648202169;44.3383943;0.773458656;
172.295;10.0725;1;1;2;1;1;-52.69505592;1.030359268;0.493868776;208.4918618;9.202923081;203.507621;8.64885484;44.44645006;0.775343629;
172.3175;10.095;1;1;2;1;1;-52.69607516;1.02808997;0.598631753;208.5735351;9.182654255;203.5873418;8.647835601;44.55121304;0.777171161;
172.355;10.1325;1;1;2;1;1;-52.69524815;1.011340171;0.757054249;208.431989;9.033049045;203.4491795;8.648662615;44.70963554;0.779934753;
172.3775;10.155;1;1;2;1;1;-52.69580694;1.002716571;0.858535627;208.5660696;8.956025108;203.5800548;8.648103821;44.81111691;0.781705039;
172.4025;10.18;1;1;2;1;1;-52.69569518;0.989617705;0.969588719;208.6131126;8.839029165;203.6259731;8.64821558;44.92217001;0.783642299;
172.425;10.2025;1;1;2;1;1;-52.69576671;0.979363024;1.072252784;208.6586952;8.747436801;203.6704661;8.648144055;45.02483407;0.785433217;
172.45;10.2275;1;1;2;1;1;-52.69567283;0.969460905;1.175529817;208.5795254;8.658993432;203.5931888;8.648237932;45.1281111;0.787234827;
172.4725;10.25;1;1;2;1;1;-52.69580247;0.957100093;1.276279204;208.7493688;8.548589616;203.758972;8.648108292;45.22886049;0.788992344;
172.495;10.2725;1;1;2;1;1;-52.69606175;0.95374465;1.37846374;208.6663842;8.518619595;203.6779712;8.647849012;45.33104503;0.790774897;
172.52;10.2975;1;1;2;1;1;-52.69561919;0.935564488;1.485653613;208.7151557;8.35623873;203.7255768;8.648291576;45.4382349;0.792644764;
172.5425;10.32;1;1;2;1;1;-52.69585612;0.932811648;1.58852974;208.655715;8.331651015;203.6675571;8.648054648;45.54111103;0.794439381;
172.565;10.3425;1;1;2;1;1;-52.6960394;0.92180267;1.688712761;208.6884677;8.233321452;203.6995268;8.647871363;45.64129405;0.796187018;
172.59;10.3675;1;1;2;1;1;-52.69594105;0.905003995;1.796173286;208.7488919;8.083279695;203.7585065;8.647969711;45.74875457;0.798061608;
172.6125;10.39;1;1;2;1;1;-52.69548508;0.90021506;1.896866094;208.854422;8.040506069;203.8615137;8.648425687;45.84944738;0.799818138;
172.6375;10.415;1;1;2;1;1;-52.6959187;0.886025578;2.00694697;208.7016106;7.913769005;203.7123555;8.647992063;45.95952826;0.801738437;
172.66;10.4375;1;1;2;1;1;-52.69569071;0.881969631;2.107967343;208.6798698;7.877542254;203.6911344;8.648220051;46.06054863;0.803500682;
172.685;10.4625;1;1;2;1;1;-52.69543143;0.871413499;2.214392032;208.8216841;7.783257405;203.8295585;8.648479331;46.16697332;0.805357201;
172.71;10.4875;1;1;2;1;1;-52.69534203;0.860050023;2.325110771;208.6010426;7.681761545;203.6141917;8.648568738;46.27769206;0.807288628;
172.7325;10.51;1;1;2;1;1;-52.69552978;0.847180635;2.425698806;208.7036222;7.566815244;203.714319;8.648380983;46.37828009;0.80904333;
172.7575;10.535;1;1;2;1;1;-52.69610646;0.831561685;2.532992363;208.536014;7.427310509;203.5507176;8.647804308;46.48557365;0.810915007;
172.78;10.5575;1;1;2;1;1;-52.6959187;0.825770795;2.641823497;208.6306661;7.375587668;203.643107;8.647992063;46.59440478;0.812813506;
172.805;10.5825;1;1;2;1;1;-52.6960394;0.813843161;2.74546355;208.7260336;7.269052884;203.7361946;8.647871363;46.69804484;0.814621449;
172.83;10.6075;1;1;2;1;1;-52.69608857;0.8044824;2.854558714;208.8302821;7.185444805;203.8379509;8.64782219;46.80714;0.816524553;
172.8525;10.63;1;1;2;1;1;-52.69626292;0.796687007;2.95650579;208.8893056;7.115818211;203.8955634;8.647647846;46.90908708;0.818302963;
172.8875;10.665;1;1;2;1;1;-52.69634785;0.774724633;3.114017174;208.7859809;6.919655524;203.7947089;8.647562909;47.06659846;0.821050662;
172.9125;10.69;1;1;2;1;1;-52.6964015;0.770180225;3.223560266;208.7952346;6.879065964;203.8037413;8.647509265;47.17614155;0.82296158;
172.9375;10.715;1;1;2;1;1;-52.69596787;0.75840801;3.333203606;208.666712;6.773919346;203.6782912;8.647942889;47.28578489;0.824874248;
172.96;10.7375;1;1;2;1;1;-52.69594999;0.75340569;3.433476649;208.7643147;6.72923982;203.7735605;8.64796077;47.38605794;0.826623455;
172.985;10.7625;1;1;2;1;1;-52.69578012;0.739150941;3.539652564;208.9142203;6.601919805;203.9198825;8.648130644;47.49223385;0.828475635;
173.0075;10.785;1;1;2;1;1;-52.69592317;0.73068276;3.646071553;208.959341;6.526284034;203.9639246;8.647987592;47.59865284;0.830332055;
173.0325;10.81;1;1;2;1;1;-52.69582482;0.717620403;3.749645054;208.7060809;6.409614171;203.7167189;8.64808594;47.70222634;0.832138837;
173.055;10.8325;1;1;2;1;1;-52.69603046;0.705167055;3.850534335;209.0174556;6.298383844;204.0206498;8.647880304;47.80311562;0.833898795;
173.08;10.8575;1;1;2;1;1;-52.6960394;0.69759205;3.960531391;209.1427445;6.230725704;204.1429436;8.647871363;47.91311268;0.835817632;
